base_var, ray_var, working_set_ratio, object_store_size,object_size,baseline_pipeline,ray_pipeline
0.001269773232498932,0.08263318885498805,1,1000000000,10000000,0.594577335997019,0.7003860272932798
0.0003614388129288421,0.09543013582499207,1,1000000000,20000000,0.4202871556015452,0.5298539901006734
0.026748873735507012,0.017854259524351254,1,1000000000,40000000,0.474284197302768,0.4381521616014652
0.11523077916686952,0.43264383277504026,1,1000000000,80000000,0.5984014518966433,0.671933196100872
1.024605813317205,1.2777281631399733,1,1000000000,160000000,0.9226969495037338,0.9212986567930784
0.008143981437095544,0.019445092223841512,1,4000000000,10000000,6.796051554000587,6.824229973598267
0.007640276604804331,0.05481776738327256,1,4000000000,20000000,2.1435943838005187,2.2332508124993184
0.0019955632015962784,0.05534669259455122,1,4000000000,40000000,1.5500869290000991,1.650124489789596
0.010081974020553051,0.04111796807547781,1,4000000000,80000000,1.4506563507020473,1.53713660420035
0.06778237541635405,0.06932105449554168,1,4000000000,160000000,1.9823438374034594,1.7620117234997452
0.0006409432207519714,0.045828893114826935,2,1000000000,10000000,1.1052352154976688,1.746342537907185
0.001113682160221529,0.10616463947303911,2,1000000000,20000000,0.7952639700990403,0.9970967663015472
0.004916062729363664,0.08113403360914756,2,1000000000,40000000,0.693685453699436,1.012445080105681
0.006410918673121757,0.06642491900995144,2,1000000000,80000000,0.914927390901721,1.2121567806054372
1.3412418300675426,0.8192349290532961,2,1000000000,160000000,1.436504811301711,3.1616624885995406
0.038455784269624003,0.05359174144362381,2,4000000000,10000000,13.520215897104936,18.632847766700433
0.018957849266163763,0.09503093109413059,2,4000000000,20000000,4.047415928693954,6.412809022894362
0.004219442384341696,0.15907767491467156,2,4000000000,40000000,3.058496429104707,3.531687384704128
0.00839268559289771,0.022966395807769317,2,4000000000,80000000,2.558439617100521,3.415956765698502
0.07564869635438304,7.311369881143719,2,4000000000,160000000,3.0564136394008528,5.363533520800411
0.002130913400324342,0.06363990492344399,4,1000000000,10000000,2.348626411502482,3.5917118453973673
0.00983934317184517,0.07735772079875246,4,1000000000,20000000,1.5763680450996618,2.0132989769015692
0.001705385234304527,0.05137032432113316,4,1000000000,40000000,1.4037489076959901,1.8777837721048853
0.5150341205674076,0.07902660774757976,4,1000000000,80000000,2.0164629948994843,2.1358564517024208
1.3315144893305788,2.000645949524699,4,1000000000,160000000,2.859252102789469,4.28276930580032
0.09589444025519299,1.5063987932030296,4,4000000000,10000000,27.755266725603725,63.653151060797974
0.7175962613833702,5.008119378503291,4,4000000000,20000000,31.556059033301427,32.29558225478977
0.6552763154760192,1.1689696634454472,4,4000000000,40000000,30.89478859549563,25.68795509629708
0.08532312381550729,0.2969243304591579,4,4000000000,80000000,28.164946030499415,24.652115386896185
0.784809197585999,0.6483648059916092,4,4000000000,160000000,25.64692692819808,30.47697250749625
0.0022129344158079234,8.33917566807301,8,1000000000,10000000,4.870475829698262,10.034697268003947
0.011019639562297763,3.960895022664926,8,1000000000,20000000,3.092319838795811,4.59946016499598
0.003663538344147442,8.004850219431102,8,1000000000,40000000,2.950195807503769,4.469287052203436
0.8174497369215548,0.5744000605229583,8,1000000000,80000000,4.157148067804519,4.43957981489948
4.007721531447371,80.44387187599801,8,1000000000,160000000,6.95889457409794,20.423172403898207
0.7369692026736304,2845.0091225208516,8,4000000000,10000000,55.751497325097446,226.3811460308003
0.9117528581543859,9.231792281593929,8,4000000000,20000000,38.479174631403296,155.71161441270087
2.310962777145063,5.931660096110235,8,4000000000,40000000,43.001464101896275,145.33490253711062
11.396672497317942,10.142047391205693,8,4000000000,80000000,34.44904404739791,144.28533987539996
1.7007213816258653,1.641347062182063,8,4000000000,160000000,32.91449134880095,149.6144918512
